Hermodice carunculata
Acianthus sinclairii
Anacamptis papilionacea
Aporostylis bifolia
Arethusa bulbosa
Bulbophyllum pygmaeum
Caladenia chlorostyla
Caladenia lyallii
Calypso bulbosa
Cephalanthera austiniae
Cephalanthera damasonium
Cephalanthera longifolia
Cephalanthera rubra
Chiloglottis cornuta
Corallorhiza maculata
Corallorhiza odontorhiza
Corallorhiza trifida
Corallorhiza wisteriana
Corybas cheesemanii
Corybas macranthus
Corybas oblongus
Corybas trilobus
Cypripedium acaule
Cypripedium candidum
Cypripedium montanum
Cypripedium parviflorum
Dactylorhiza maculata
Dactylorhiza sambucina
Dactylorhiza viridis
Dendrobium cunninghamii
Dichromanthus aurantiacus
Drymoanthus adversus
Earina mucronata
Epidendrum radicans
Epipactis helleborine
Gastrodia cunninghamii
Glossodia major
Goodyera oblongifolia
Goodyera pubescens
Goodyera repens
Goodyera tesselata
Hexalectris spicata
Himantoglossum hircinum
Himantoglossum robertianum
Limodorum abortivum
Liparis liliifolia
Liparis loeselii
Malaxis unifolia
Neotinea tridentata
Neottia cordata
Neottia nidus-avis
Neottia ovata
Oeceoclades maculata
Ophrys apifera
Ophrys bertolonii
Ophrys insectifera
Ophrys lutea
Ophrys scolopax
Ophrys speculum
Ophrys sphegodes
Orchis anthropophora
Orchis militaris
Orthoceras novae-zeelandiae
Piperia elegans
Piperia transversa
Platanthera bifolia
Platanthera blephariglottis
Platanthera chlorantha
Platanthera clavellata
Platanthera dilatata
Platanthera lacera
Platanthera stricta
Prasophyllum colensoi
Pterostylis agathicola
Pterostylis alobula
Pterostylis banksii
Pterostylis graminea
Pterostylis montana
Pterostylis patens
Pterostylis trullifolia
Serapias lingua
Spathoglottis plicata
Spiranthes lacera
Spiranthes magnicamporum
Spiranthes ovalis
Spiranthes vernalis
Thelymitra longifolia
Thelymitra pauciflora
Thelymitra pulchella
Tipularia discolor
Commelina coelestis
Commelina communis
Commelina dianthifolia
Commelina diffusa
Commelina erecta
Tradescantia fluminensis
Tradescantia occidentalis
Tradescantia ohiensis
Tradescantia spathacea
Tradescantia zebrina
Eichhornia crassipes
Pontederia cordata
Dioscorea bulbifera
Dioscorea villosa
Burchardia umbellata
Gloriosa superba
Uvularia grandiflora
Uvularia sessilifolia
Calochortus albus
Calochortus argillosus
Calochortus barbatus
Calochortus catalinae
Calochortus clavatus
Calochortus gunnisonii
Calochortus kennedyi
Calochortus leichtlinii
Calochortus luteus
Calochortus minimus
Calochortus monophyllus
Calochortus pulchellus
Calochortus uniflorus
Calochortus weedii
Clintonia borealis
Erythronium albidum
Erythronium americanum
Erythronium montanum
Erythronium umbilicatum
Fritillaria affinis
Fritillaria atropurpurea
Fritillaria biflora
Fritillaria camschatcensis
Fritillaria liliacea
Fritillaria pudica
Fritillaria recurva
Lilium bulbiferum
Lilium canadense
Lilium kelleyanum
Medeola virginiana
Prosartes lanuginosa
Prosartes smithii
Anticlea elegans
Toxicoscordion fremontii
Toxicoscordion paniculatum
Toxicoscordion venenosum
Trillium albidum
Trillium catesbaei
Trillium chloropetalum
Trillium erectum
Trillium flexipes
Trillium grandiflorum
Trillium nivale
Trillium ovatum
Trillium undulatum
Veratrum californicum
Veratrum viride
Ripogonum scandens
Smilax aspera
Smilax bona-nox
Smilax glauca
Smilax laurifolia
Smilax pumila
Smilax smallii
Freycinetia banksii
Pandanus tectorius
Aechmea bracteata
Ananas comosus
Bromelia pinguin
Hechtia texensis
Tillandsia caput-medusae
Tillandsia ionantha
Tillandsia recurvata
Tillandsia schiedeana
Tillandsia usneoides
Carex albursina
Carex aurea
Carex buxbaumii
Carex cherokeensis
Carex comosa
Carex crinita
Carex eburnea
Carex flava
Carex gracillima
Carex granularis
Carex hystericina
Carex lacustris
Carex lurida
Carex magellanica
Carex oligosperma
Carex pedunculata
Carex pellita
Carex pendula
Carex plantaginea
Carex pumila
Carex rosea
Carex secta
Carex sprengelii
Carex squarrosa
Carex stipata
Carex vulpinoidea
Cladium mariscoides
Cyperus echinatus
Cyperus involucratus
Cyperus papyrus
Cyperus ustulatus
Dulichium arundinaceum
Eriophorum angustifolium
Eriophorum vaginatum
Eriophorum virginicum
Ficinia nodosa
Ficinia spiralis
Rhynchospora corniculata
Schoenoplectus acutus
Schoenoplectus californicus
Schoenoplectus pungens
Scirpus atrovirens
Scirpus microcarpus
Scirpus pendulus
Eriocaulon aquaticum
Juncus acutus
Juncus bufonius
Juncus marginatus
Juncus patens
Juncus tenuis
Juncus torreyi
Luzula acuminata
Luzula multiflora
Agropyron cristatum
Aira caryophyllea
Alopecurus pratensis
Andropogon gerardii
Andropogon glomeratus
Andropogon ternarius
Andropogon virginicus
Aristida purpurea
Arundo donax
Austroderia richardii
Avena barbata
Avena sativa
Bothriochloa barbinodis
Bouteloua curtipendula
Bouteloua hirsuta
Bouteloua rigidiseta
Briza maxima
Bromus catharticus
Bromus diandrus
Bromus inermis
Bromus kalmii
Bromus madritensis
Bromus rubens
Calamagrostis canadensis
Cenchrus spinifex
Chasmanthium latifolium
Chloris cucullata
Chloris verticillata
Cynodon dactylon
Dactylis glomerata
Dactyloctenium aegyptium
Danthonia spicata
Dasyochloa pulchella
Dichanthelium clandestinum
Ehrharta erecta
Eleusine indica
Elymus elymoides
Elymus glaucus
Eragrostis secundiflora
Glyceria striata
Hilaria rigida
Hordeum pusillum
Koeleria macrantha
Lachnagrostis billardierei
Lamarckia aurea
Leersia oryzoides
Leymus condensatus
Leymus mollis
Lolium multiflorum
Microlaena avenacea
Microstegium vimineum
Miscanthus sinensis
Muhlenbergia lindheimeri
Muhlenbergia rigens
Nassella leucotricha
Oplismenus hirtellus
Oryzopsis asperifolia
Panicum capillare
Paspalum notatum
Paspalum plicatulum
Paspalum urvillei
Pennisetum ciliare
Pennisetum setaceum
Pennisetum villosum
Phragmites australis
Poa bulbosa
Poa pratensis
Schizachyrium scoparium
Setaria faberi
Setaria parviflora
Setaria pumila
Setaria viridis
Sorghastrum nutans
Sorghum halepense
Spartina alterniflora
Spinifex sericeus
Sporobolus heterolepis
Stenotaphrum secundatum
Stipa miliacea
Tridens albescens
Tridens strictus
Apodasmia similis
Sparganium eurycarpum
Typha latifolia
Typha orientalis
Heliconia latispatha
Heliconia rostrata
Thalia geniculata
Alpinia purpurata
Etlingera elatior
Hedychium coronarium
Aciphylla aurea
Aciphylla subflabellata
Aegopodium podagraria
Angelica sylvestris
Anisotome aromatica
Anthriscus caucalis
Anthriscus sylvestris
Apium nodiflorum
Apium prostratum
Astrantia major
Bifora americana
Bowlesia incana
Centella uniflora
Cicuta bulbifera
Conium maculatum
Crithmum maritimum
Cyclospermum leptophyllum
Daucus carota
Eryngium campestre
Eryngium carlinae
Eryngium hookeri
Eryngium leavenworthii
Eryngium maritimum
Eryngium proteiflorum
Eryngium yuccifolium
Ferula communis
Foeniculum vulgare
Gingidia montana
Heracleum mantegazzianum
Heracleum maximum
Heracleum sphondylium
Ligusticum grayi
Ligusticum scoticum
Lomatium mohavense
Lomatium triternatum
Oenanthe sarmentosa
Osmorhiza claytonii
Oxypolis rigidior
Pastinaca sativa
Petroselinum crispum
Polytaenia texana
Pseudocymopterus montanus
Sanicula bipinnatifida
Sanicula canadensis
Sanicula crassicaulis
Sanicula laciniata
Sanicula odorata
Sanicula tuberosa
Sium suave
Sphenosciadium capitellatum
Taenidia integerrima
Torilis arvensis
Torilis nodosa
Zizia aptera
Zizia aurea
Aralia elata
Aralia hispida
Aralia nudicaulis
Aralia racemosa
Fatsia japonica
Hedera helix
Hydrocotyle heteromeria
Hydrocotyle moschata
Hydrocotyle umbellata
Oplopanax horridus
Panax quinquefolius
Panax trifolius
Pseudopanax arboreus
Pseudopanax colensoi
Pseudopanax crassifolius
Pseudopanax ferox
Pseudopanax lessonii
Pseudopanax linearis
Raukaua anomalus
Raukaua edgerleyi
Schefflera actinophylla
Schefflera digitata
Griselinia littoralis
Griselinia lucida
Pennantia corymbosa
Pittosporum crassifolium
Pittosporum eugenioides
Pittosporum ralphii
Pittosporum tenuifolium
Pittosporum undulatum
Ilex aquifolium
Ilex cassine
Ilex glabra
Ilex mucronata
Ilex opaca
Ilex verticillata
Ilex vomitoria
Alseuosmia macrophylla
Achillea millefolium
Achillea ptarmica
Acmella repens
Acourtia microcephala
Adenophyllum porophylloides
Ageratina adenophora
Ageratina altissima
Ageratina havanensis
Ambrosia ambrosioides
Ambrosia artemisiifolia
Ambrosia chamissonis
Ambrosia deltoidea
Ambrosia dumosa
Ambrosia psilostachya
Ambrosia trifida
Anaphalioides bellidioides
Anaphalioides trinervis
Anaphalis margaritacea
Anisocoma acaulis
Antennaria neglecta
Antennaria plantaginifolia
Anthemis cotula
Arctium lappa
Arctium minus
Arctium tomentosum
Arctotheca prostrata
Argyroxiphium sandwicense
Arnica cordifolia
Arnica montana
Arnoglossum atriplicifolium
Arnoglossum ovatum
Artemisia californica
Artemisia campestris
Artemisia douglasiana
Artemisia dracunculus
Artemisia filifolia
Artemisia frigida
Artemisia stelleriana
Artemisia tridentata
Artemisia vulgaris
Aster alpinus
Baccharis conferta
Baccharis glutinosa
Baccharis pilularis
Baccharis salicifolia
Bahiopsis laciniata
Bahiopsis parishii
Balsamorhiza hookeri
Balsamorhiza sagittata
Bebbia juncea
Bellis perennis
Berlandiera lyrata
Bidens aristosa
Bidens bipinnata
Bidens laevis
Bidens pilosa
Blennosperma nanum
Brachyglottis bellidioides
Brachyglottis kirkii
Brachyglottis lagopus
Brachyglottis repanda
Bradburia pilosa
Brickellia eupatorioides
Calendula arvensis
Calycadenia multiglandulosa
Calyptocarpus vialis
Carduus acanthoides
Carduus pycnocephalus
Carlina acaulis
Carthamus glaucus
Celmisia gracilenta
Celmisia semicordata
Celmisia sessiliflora
Celmisia spectabilis
Centaurea americana
Centaurea melitensis
Centaurea nigra
Centaurea scabiosa
Centaurea solstitialis
Chaenactis douglasii
Chaenactis fremontii
Chaenactis glabriuscula
Chaenactis stevioides
Chaetopappa ericoides
Chrysactinia mexicana
Chrysanthemoides monilifera
Chrysothamnus viscidiflorus
Cichorium intybus
Cirsium altissimum
Cirsium arizonicum
Cirsium arvense
Cirsium edule
Cirsium ehrenbergii
Cirsium neomexicanum
Cirsium occidentale
Cirsium oleraceum
Cirsium palustre
Cirsium pitcheri
Cirsium quercetorum
Cirsium texanum
Cirsium vulgare
Conoclinium coelestinum
Coreopsis basalis
Coreopsis palmata
Coreopsis tinctoria
Cosmos sulphureus
Cotula australis
Cotula coronopifolia
Deinandra fasciculata
Delairea odorata
Diaperia prolifera
Diaperia verna
Dicoria canescens
Dieteria canescens
Dittrichia graveolens
Dittrichia viscosa
Dyssodia papposa
Echinacea angustifolia
Echinacea purpurea
Echinacea sanguinea
Elephantopus tomentosus
Emilia fosbergii
Emilia sonchifolia
Encelia californica
Encelia farinosa
Engelmannia peristenia
Ericameria cuneata
Ericameria ericoides
Ericameria laricifolia
Erigeron bonariensis
Erigeron canadensis
Erigeron coulteri
Erigeron foliosus
Erigeron glaucus
Erigeron philadelphicus
Erigeron pulchellus
Erigeron sumatrensis
Eriophyllum confertiflorum
Eriophyllum lanosum
Eriophyllum staechadifolium
Eucephalus breweri
Eupatorium perfoliatum
Eupatorium serotinum
Euthamia graminifolia
Eutrochium fistulosum
Eutrochium maculatum
Facelis retusa
Gaillardia aristata
Gaillardia pinnatifida
Gaillardia pulchella
Galactites tomentosa
Gamochaeta pensylvanica
Gazania linearis
Gnaphalium uliginosum
Grindelia ciliata
Grindelia integrifolia
Grindelia lanceolata
Gymnosperma glutinosum
Hazardia squarrosa
Helenium amarum
Helenium elegans
Helenium flexuosum
Helianthus angustifolius
Helianthus annuus
Helianthus debilis
Helianthus divaricatus
Helianthus giganteus
Helianthus grosseserratus
Helianthus occidentalis
Helianthus petiolaris
Helichrysum lanceolatum
Helminthotheca echioides
Heterotheca grandiflora
Heterotheca sessiliflora
Heterotheca subaxillaris
Heterotheca villosa
Hieracium aurantiacum
Hieracium horridum
Hieracium lepidulum
Hymenopappus artemisiifolius
Hypochaeris glabra
Hypochaeris radicata
Isocoma acradenia
Iva frutescens
Jacobaea maritima
Jacobaea vulgaris
Krigia biflora
Lactuca biennis
Lactuca canadensis
Lactuca floridana
Lactuca serriola
Lagenophora pumila
Lasthenia gracilis
Layia glandulosa
Leontopodium nivale
Lepidospartum squamatum
Leptinella dioica
Leptinella squalida
Leucanthemum vulgare
Leucogenes grandiceps
Liatris acidota
Liatris cylindracea
Liatris elegans
Liatris punctata
Lindheimera texana
Logfia gallica
Machaeranthera tanacetifolia
Madia gracilis
Malacothrix saxatilis
Matricaria chamomilla
Matricaria discoidea
Melampodium leucanthum
Micropus californicus
Monoptilon bellioides
Mycelis muralis
Nabalus albus
Nabalus trifoliolatus
Oclemena acuminata
Olearia arborescens
Olearia avicenniifolia
Olearia colensoi
Olearia ilicifolia
Olearia lineata
Olearia nummulariifolia
Olearia rani
Olearia solandri
Oncosiphon piluliferum
Onopordum acanthium
Osteospermum fruticosum
Ozothamnus leptophyllus
Packera multilobata
Palafoxia arida
Palafoxia rosea
Parthenium incanum
Pectis papposa
Perityle emoryi
Petasites albus
Petasites frigidus
Petasites hybridus
Peucephyllum schottii
Pinaropappus roseus
Pityopsis graminifolia
Pluchea odorata
Pluchea sericea
Polymnia canadensis
Porophyllum gracile
Prenanthes purpurea
Psathyrotes ramosissima
Pseudognaphalium biolettii
Pseudognaphalium luteoalbum
Pseudognaphalium stramineum
Psilocarphus tenellus
Psilostrophe cooperi
Psilostrophe tagetina
Pulicaria dysenterica
Rafinesquia californica
Rafinesquia neomexicana
Raoulia australis
Raoulia grandiflora
Raoulia subsericea
Ratibida columnifera
Rudbeckia hirta
Rudbeckia subtomentosa
Rudbeckia texana
Sanvitalia procumbens
Scorzoneroides autumnalis
Senecio ampullaceus
Senecio angulatus
Senecio aronicoides
Senecio bipinnatisectus
Senecio biserratus
Senecio flaccidus
Senecio glastifolius
Senecio glaucophyllus
Senecio glomeratus
Senecio hispidulus
Senecio inaequidens
Senecio integerrimus
Senecio lautus
Senecio praecox
Senecio quadridentatus
Senecio salignus
Senecio skirrhodon
Senecio vulgaris
Silphium albiflorum
Silphium integrifolium
Silphium laciniatum
Silybum marianum
Solidago caesia
Solidago canadensis
Solidago flexicaulis
Solidago gigantea
Solidago juncea
Solidago multiradiata
Solidago nemoralis
Solidago ohioensis
Solidago ptarmicoides
Solidago riddellii
Solidago rugosa
Solidago speciosa
Solidago uliginosa
Solidago ulmifolia
Solidago velutina
Solidago virgaurea
Soliva sessilis
Sonchus arvensis
Sonchus asper
Sonchus oleraceus
Sphagneticola trilobata
Stephanomeria pauciflora
Symphyotrichum chilense
Symphyotrichum divaricatum
Symphyotrichum drummondii
Symphyotrichum laeve
Symphyotrichum lanceolatum
Symphyotrichum novae-angliae
Symphyotrichum novi-belgii
Symphyotrichum oolentangiense
Symphyotrichum pilosum
Symphyotrichum puniceum
Symphyotrichum sericeum
Symphyotrichum subulatum
Symphyotrichum urophyllum
Tagetes erecta
Tagetes lucida
Tanacetum vulgare
Taraxacum erythrospermum
Taraxacum officinale
Tetraneuris linearifolia
Thelesperma filifolium
Thelesperma megapotamicum
Tithonia tubaeformis
Tragopogon dubius
Tragopogon porrifolius
Tridax procumbens
Tripleurospermum inodorum
Trixis californica
Tussilago farfara
Uropappus lindleyi
Urospermum dalechampii
Venegasia carpesioides
Verbesina alternifolia
Verbesina virginica
Vernonia baldwinii
Vernonia fasciculata
Vernonia gigantea
Vernonia noveboracensis
Viguiera dentata
Wedelia hispida
Wyethia amplexicaulis
Wyethia helenioides
Xanthisma spinulosum
Xanthium spinosum
Xanthium strumarium
Xylorhiza tortifolia
Zinnia acerosa
Zinnia elegans
Zinnia grandiflora
Campanula aparinoides
Campanula glomerata
Campanula persicifolia
Campanula rapunculus
Campanula rotundifolia
Campanula trachelium
Campanulastrum americanum
Hippobroma longiflora
Jasione montana
Lobelia anceps
Lobelia angulata
Lobelia cardinalis
Lobelia laxiflora
Lobelia puberula
Lobelia siphilitica
Wahlenbergia albomarginata
Selliera radicans
Donatia novae-zelandiae
Phyllachne colensoi
Amsinckia intermedia
Amsinckia menziesii
Amsinckia tessellata
Anchusa arvensis
Anchusa officinalis
Cordia sebestena
Cynoglossum grande
Cynoglossum virginianum
Echium plantagineum
Echium vulgare
Ehretia anacua
Eriodictyon californicum
Eriodictyon trichocalyx
Eucrypta chrysanthemifolia
Heliotropium angiospermum
Heliotropium curassavicum
Heliotropium europaeum
Heliotropium procumbens
Hydrophyllum appendiculatum
Hydrophyllum canadense
Hydrophyllum virginianum
Lithospermum caroliniense
Lithospermum incisum
Lithospermum latifolium
Lithospermum ruderale
Mertensia maritima
Mertensia virginica
Myosotis arvensis
Myosotis discolor
Myosotis laxa
Myosotis macrosperma
Nama hispida
Nemophila maculata
Nemophila menziesii
Nemophila parviflora
Onosmodium bejariense
Pentaglottis sempervirens
Phacelia campanularia
Phacelia fremontii
Phacelia hastata
Phacelia imbricata
Phacelia malvifolia
Phacelia parryi
Phacelia ramosissima
Phacelia sericea
Phacelia tanacetifolia
Pholisma arenarium
Pholistoma membranaceum
Pulmonaria officinalis
Tiquilia plicata
Tournefortia gnaphalodes
Wigandia urens
Batis maritima
Alliaria petiolata
Arabidopsis lyrata
Arabidopsis thaliana
Barbarea orthoceras
Barbarea vulgaris
Boechera laevigata
Brassica oleracea
Brassica tournefortii
Cakile maritima
Capsella bursa-pastoris
Cardamine californica
Cardamine concatenata
Cardamine diphylla
Cardamine pensylvanica
Caulanthus inflatus
Chorispora tenella
Diplotaxis tenuifolia
Dithyrea californica
Draba cuneifolia
Eruca vesicaria
Erysimum capitatum
Erysimum cheiranthoides
Erysimum cheiri
Hesperidanthus linearifolius
Hesperis matronalis
Hirschfeldia incana
Lepidium campestre
Lepidium didymum
Lepidium draba
Lepidium lasiocarpum
Lobularia maritima
Nasturtium officinale
Physaria gordonii
Raphanus sativus
Sisymbrium altissimum
Sisymbrium officinale
Streptanthus glandulosus
Turritis glabra
Crateva tapia
Peritoma arborea
Peritoma serrulata
Koeberlinia spinosa
Floerkea proserpinacoides
Limnanthes douglasii
Reseda lutea
Tropaeolum majus
Buxus sempervirens
Pseudowintera axillaris
Carpobrotus edulis
Conicosia pugioniformis
Disphyma australe
Mesembryanthemum nodiflorum
Tetragonia implexicoma
Allenrolfea occidentalis
Alternanthera caracasana
Amaranthus albus
Amaranthus palmeri
Amaranthus retroflexus
Atriplex leucophylla
Atriplex polycarpa
Atriplex semibaccata
Bassia scoparia
Beta vulgaris
Chenopodium album
Chenopodium murale
Dysphania ambrosioides
Dysphania pumilio
Froelichia floridana
Gomphrena serrata
Grayia spinosa
Krascheninnikovia lanata
Salicornia pacifica
Salsola australis
Salsola kali
Sarcocornia quinqueflora
Tidestromia lanuginosa
Acanthocereus tetragonus
Ariocarpus fissuratus
Ariocarpus retusus
Astrophytum ornatum
Bergerocactus emoryi
Carnegiea gigantea
Coryphantha erecta
Coryphantha radians
Cylindropuntia acanthocarpa
Cylindropuntia alcahes
Cylindropuntia arbuscula
Cylindropuntia californica
Cylindropuntia cholla
Cylindropuntia ganderi
Cylindropuntia imbricata
Cylindropuntia leptocaulis
Cylindropuntia spinosior
Cylindropuntia tunicata
Cylindropuntia versicolor
Echinocactus platyacanthus
Echinocactus polycephalus
Echinocereus cinerascens
Echinocereus coccineus
Echinocereus dasyacanthus
Echinocereus engelmannii
Echinocereus enneacanthus
Echinocereus pectinatus
Echinocereus pentalophus
Echinocereus rigidissimus
Epithelantha micromeris
Escobaria missouriensis
Escobaria vivipara
Ferocactus echidne
Ferocactus histrix
Ferocactus viridescens
Hylocereus undatus
Lophocereus schottii
Mammillaria carnea
Mammillaria chionocephala
Mammillaria grahamii
Mammillaria haageana
Mammillaria magnimamma
Mammillaria prolifera
Mammillaria tetrancistra
Marginatocereus marginatus
Neolloydia conoidea
Opuntia basilaris
Opuntia chlorotica
Opuntia cochenillifera
Opuntia decumbens
Opuntia engelmannii
Opuntia fragilis
Opuntia humifusa
Opuntia littoralis
Opuntia macrocentra
Opuntia macrorhiza
Opuntia oricola
Opuntia robusta
Opuntia santa-rita
Opuntia stenopetala
Opuntia streptacantha
Opuntia tomentosa
Pachycereus pecten-aboriginum
Peniocereus greggii
Rhipsalis baccifera
Stenocereus gummosus
Thelocactus bicolor
Arenaria serpyllifolia
Cardionema ramosissimum
Dianthus armeria
Dianthus carthusianorum
Dianthus deltoides
Herniaria glabra
Honckenya peploides
Minuartia douglasii
Minuartia groenlandica
Moehringia lateriflora
Petrorhagia prolifera
Polycarpon tetraphyllum
Sagina procumbens
Saponaria officinalis
Silene dioica
Silene gallica
Silene laciniata
Silene latifolia
Silene nutans
Silene regia
Silene uniflora
Silene vulgaris
Spergula arvensis
Spergularia macrotheca
Stellaria graminea
Stellaria holostea
Stellaria longipes
Stellaria media
Dionaea muscipula
Drosera auriculata
Drosera binata
Drosera brevifolia
Drosera capillaris
Drosera pygmaea
Drosera rotundifolia
Mollugo verticillata
Calyptridium monandrum
Calyptridium umbellatum
Claytonia caroliniana
Claytonia exigua
Claytonia gypsophiloides
Claytonia parviflora
Claytonia perfoliata
Claytonia rubra
Claytonia sibirica
Claytonia virginica
Lewisia leeana
Lewisia triphylla
Montia parvifolia
Abronia latifolia
Boerhavia erecta
Mirabilis albida
Mirabilis jalapa
Mirabilis multiflora
Mirabilis nyctaginea
Nyctaginia capitata
Phytolacca americana
Phytolacca icosandra
Phytolacca octandra
Rivina humilis
Limonium californicum
Limonium carolinianum
Limonium perezii
Plumbago auriculata
Aconogonon davisiae
Bistorta bistortoides
Chorizanthe brevicornu
Chorizanthe fimbriata
Chorizanthe rigida
Eriogonum arborescens
Eriogonum cinereum
Eriogonum deflexum
Eriogonum elongatum
Eriogonum fasciculatum
Eriogonum grande
Eriogonum incanum
Eriogonum latifolium
Eriogonum longifolium
Eriogonum nudum
Eriogonum ovalifolium
Eriogonum wrightii
Fallopia japonica
Fallopia scandens
Muehlenbeckia axillaris
Muehlenbeckia complexa
Persicaria arifolia
Persicaria bistorta
Persicaria hydropiperoides
Persicaria longiseta
Persicaria punctata
Persicaria virginiana
Persicaria vivipara
Polygonum aviculare
Pterostegia drymarioides
Rumex acetosella
Rumex crispus
Rumex hymenosepalus
Rumex pulcher
Rumex sagittatus
Portulaca oleracea
Tamarix aphylla
Canotia holacantha
Celastrus orbiculatus
Euonymus alatus
Euonymus americanus
Euonymus atropurpureus
Euonymus europaeus
Euonymus obovatus
Maytenus boaria
Parnassia fimbriata
Parnassia glauca
Paxistima myrsinites
Ascarina lucida
Cornus alternifolia
Cornus canadensis
Cornus drummondii
Cornus florida
Cornus kousa
Cornus rugosa
Cornus sericea
Cornus suecica
Hydrangea macrophylla
Hydrangea quercifolia
Whipplea modesta
Cevallia sinuata
Eucnide urens
Mentzelia albicaulis
Mentzelia hispida
Mentzelia involucrata
Mentzelia oligosperma
Petalonyx thurberi
Begonia gracilis
Coriaria sarmentosa
Brandegea bigelovii
Bryonia cretica
Cucurbita foetidissima
Cucurbita palmata
Cucurbita pepo
Ecballium elaterium
Echinocystis lobata
Marah fabacea
Marah macrocarpa
Sambucus ebulus
Sambucus nigra
Sambucus racemosa
Viburnum acerifolium
Viburnum edule
Viburnum lantana
Viburnum lantanoides
Viburnum lentago
Viburnum nudum
Viburnum opulus
Viburnum rafinesquianum
Viburnum tinus
Centranthus ruber
Dipsacus fullonum
Dipsacus laciniatus
Dipsacus sativus
Knautia arvensis
Linnaea borealis
Lonicera albiflora
Lonicera hispidula
Lonicera involucrata
Lonicera japonica
Lonicera maackii
Lonicera periclymenum
Lonicera sempervirens
Lonicera subspicata
Lonicera xylosteum
Plectritis congesta
Plectritis macrocera
Succisa pratensis
Symphoricarpos albus
Symphoricarpos oreophilus
Triosteum aurantiacum
Valeriana californica
Valeriana edulis
Valeriana officinalis
Valerianella locusta
Impatiens capensis
Impatiens pallida
Impatiens walleriana
Cyrilla racemiflora
Diospyros virginiana
Acrothamnus colensoi
Andromeda polifolia
Androstoma empetrifolium
Arbutus arizonica
Arbutus menziesii
Arctostaphylos glandulosa
Arctostaphylos nevadensis
Chamaedaphne calyculata
Chimaphila maculata
Chimaphila umbellata
Dracophyllum filifolium
Dracophyllum longifolium
Dracophyllum traversii
Epacris impressa
Epigaea repens
Erica cinerea
Erica lusitanica
Gaultheria antipoda
Gaultheria crassa
Gaultheria depressa
Gaultheria macrostigma
Gaultheria procumbens
Gaultheria shallon
Gaylussacia baccata
Kalmia latifolia
Kalmia procumbens
Leucopogon fraseri
Leucothoe fontanesiana
Menziesia ferruginea
Monotropa hypopitys
Monotropa uniflora
Pentachondra pumila
Pterospora andromedea
Pyrola americana
Pyrola picta
Rhododendron calendulaceum
Rhododendron canescens
Rhododendron catawbiense
Rhododendron ferrugineum
Rhododendron groenlandicum
Rhododendron lapponicum
Rhododendron macrophyllum
Rhododendron tomentosum
Sarcodes sanguinea
Vaccinium arboreum
Vaccinium myrtilloides
Vaccinium ovalifolium
Vaccinium ovatum
Vaccinium parvifolium
Vaccinium stamineum
Xylococcus bicolor
Fouquieria columnaris
Fouquieria diguetii
Fouquieria splendens
Collomia heterophylla
Collomia linearis
Eriastrum densifolium
Eriastrum eremicum
Eriastrum sapphirinum
Gilia achilleifolia
Ipomopsis aggregata
Ipomopsis tenuituba
Langloisia setosissima
Leptosiphon androsaceus
Leptosiphon bicolor
Leptosiphon parviflorus
Linanthus dianthiflorus
Linanthus pungens
Loeseliastrum matthewsii
Navarretia leptalea
Phlox divaricata
Phlox drummondii
Phlox hoodii
Phlox longifolia
Phlox paniculata
Polemonium pulcherrimum
Polemonium reptans
Anagallis arvensis
Cyclamen hederifolium
Cyclamen persicum
Lysimachia borealis
Lysimachia ciliata
Lysimachia latifolia
Lysimachia maritima
Lysimachia punctata
Lysimachia quadriflora
Lysimachia terrestris
Lysimachia vulgaris
Myrsine australis
Myrsine salicina
Primula elatior
Primula hendersonii
Primula jeffreyi
Primula meadia
Primula paucifolia
Primula suffrutescens
Samolus repens
Samolus valerandi
Trientalis europaea
Sarracenia leucophylla
Sarracenia minor
Sarracenia purpurea
Symplocos tinctoria
Abrus precatorius
Acacia angustissima
Acacia cochliacantha
Acacia constricta
Acacia cornigera
Acacia dealbata
Acacia longifolia
Acacia melanoxylon
Acacia paradoxa
Acacia retinodes
Acacia rigidula
Acacia verticillata
Acmispon argophyllus
Acmispon glaber
Acmispon rigidus
Acmispon strigosus
Acmispon wrangelianus
Albizia julibrissin
Amorpha californica
Amorpha canescens
Amphicarpaea bracteata
Anthyllis vulneraria
Astragalus canadensis
Astragalus crassicarpus
Astragalus lentiginosus
Astragalus mollissimus
Astragalus purshii
Astragalus trichopodus
Baptisia alba
Baptisia sphaerocarpa
Bauhinia divaricata
Bituminaria bituminosa
Caesalpinia bonduc
Caesalpinia gilliesii
Caesalpinia mexicana
Caesalpinia platyloba
Calliandra eriophylla
Calliandra grandiflora
Canavalia rosea
Carmichaelia australis
Centrosema virginianum
Ceratonia siliqua
Cercis canadensis
Cercis siliquastrum
Chamaecrista fasciculata
Chamaecrista nictitans
Clitoria ternatea
Crotalaria pumila
Cytisus proliferus
Cytisus scoparius
Dalea aurea
Dalea formosa
Dalea multiflora
Desmodium rotundifolium
Enterolobium cyclocarpum
Erythrina flabelliformis
Eysenhardtia polystachya
Genista monspessulana
Gleditsia triacanthos
Gliricidia sepium
Glycyrrhiza lepidota
Gymnocladus dioicus
Haematoxylum brasiletto
Hoffmannseggia glauca
Hosackia crassifolia
Hylodesmum glutinosum
Lathyrus hirsutus
Lathyrus latifolius
Lathyrus littoralis
Lathyrus ochroleucus
Lathyrus palustris
Lathyrus pratensis
Lathyrus vernus
